reporting_period,project_number,legacy_project_number,street_address,city,county,state,zip_code,incorporated_municipality,municipality_type,census_tract,nys_disadvantaged_community_status,climate_and_economic_justice_screening_tool_status,sector,program_type,solicitation,electric_utility,purchase_type,date_application_received,date_install,project_status,contractor,minority_or_women_owned_business_enterprise_mwbe,inverter_manufacturer,primary_inverter_model_number,inverter_quantity,pv_module_manufacturer,pv_module_model_number,pv_module_quantity,project_cost,total_nyserda_incentive,affordable_solar_residential_adder,affordable_multifamily_housing_incentive,community_adder,inclusive_community_solar_adder,expanded_solar_for_all_adder,brownfield_landfill_adder,canopy_adder,prevailing_wage_adder,totalnameplatekwdc,expected_kwh_annual_production,remote_net_metering,community_distributed_generation,green_jobs_green_new_york_participant,latitude,longitude,georeference
2023-11-30T00:00:00Z,328976,NA,890 Prospect Ave,Bronx,Bronx,NY,10459,New York,City,36005012901,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2022-01-06T00:00:00Z,2022-12-13T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE40KUS [480V],2,LG Electronics Inc.,LG440N2W-E6,214,444776,94160,0,75328,0,0,0,0,0,0,94.16,115969,NA,Yes,No,40.8206964,-73.90098366,POINT (-73.90098366 40.8206964)
2023-11-30T00:00:00Z,296148,NA,2637 Schurz Ave,Bronx,Bronx,NY,10465,New York,City,36005013200,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-03-30T00:00:00Z,NA,Pipeline,Green Hybrid Energy Solutions,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],6,"Jinko Solar Co., Ltd",JKM390M-72HL-V,300,313249,35100,0,0,0,0,0,0,0,0,117,134201,NA,Yes,No,40.81275328,-73.82443976,POINT (-73.82443976 40.81275328)
2023-11-30T00:00:00Z,306501,NA,1672 Ralph Ave,Brooklyn,Kings,NY,11236,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-07T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,95,83364,35506,0,26243,0,0,0,0,0,0,30.87,36276,NA,Yes,No,40.63603671,-73.91944045,POINT (-73.91944045 40.63603671)
2023-11-30T00:00:00Z,302123,NA,2908 Valentine Ave,Bronx,Bronx,NY,10458,New York,City,36005040702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-04-10T00:00:00Z,2021-10-12T00:00:00Z,Complete,SOLANTA CORP,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],129,LG Electronics Inc.,LG420N2W-V5,129,170408.45,16254,0,0,0,0,0,0,0,0,54.18,68764,NA,Yes,No,40.87052339,-73.88805062,POINT (-73.88805062 40.87052339)
2023-11-30T00:00:00Z,268403,NA,40-09 Vernon Blvd,Long Island City,Queens,NY,11101,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-10-23T00:00:00Z,2021-05-21T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,225,229047,81000,0,48600,0,0,0,0,0,0,81,88394,NA,Yes,No,40.75598998,-73.94576404,POINT (-73.94576404 40.75598998)
2023-11-30T00:00:00Z,282449,NA,1 Ellis St,Staten Island,Richmond,NY,10307,New York,City,36085024800,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-06-17T00:00:00Z,2022-03-11T00:00:00Z,Complete,Sol Alliance Solar Development,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],9,"ZNSHINE PV-TECH Co., Ltd.",ZXM6-72-395/M,1249,986710,148007,0,0,0,0,0,0,0,0,493.36,570882,NA,Yes,No,40.51764185,-74.24132586,POINT (-74.24132586 40.51764185)
2023-11-30T00:00:00Z,294139,NA,620 Richmond Ter,Staten Island,Richmond,NY,10301,New York,City,36085008100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-03-09T00:00:00Z,2022-10-27T00:00:00Z,Complete,UGE USA Inc.,No,Canadian Solar Inc.,CSI-60KTL-GS [480V],5,Trina Solar,TSM-410DE15H(II),977,718400,120171,0,0,0,0,0,0,0,0,400.57,463517,NA,Yes,No,40.64541901,-74.09219931,POINT (-74.09219931 40.64541901)
2023-11-30T00:00:00Z,311273,NA,8925 Avenue D,Brooklyn,Kings,NY,11236,New York,City,36047096000,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-07-15T00:00:00Z,NA,Pipeline,"Safari Energy, LLC",No,SMA America,SHP 125-US-20 [480V],17,Trina Solar,TSM-380DE14A(II),5282,5332580.99,993453,0,0,0,0,0,0,391305,0,2007.16,2315418,NA,Yes,No,40.6455914,-73.91306274,POINT (-73.91306274 40.6455914)
2023-11-30T00:00:00Z,287997,NA,1222 Boston Rd,Bronx,Bronx,NY,10456,New York,City,36005015100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-10T00:00:00Z,2021-12-01T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,84,142988,30240,0,21168,0,0,0,0,0,0,30.24,37244,NA,Yes,No,40.83003269,-73.90153347,POINT (-73.90153347 40.83003269)
2023-11-30T00:00:00Z,287818,NA,1184 Evergreen Ave,Bronx,Bronx,NY,10472,New York,City,36005005002,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-01T00:00:00Z,2021-12-14T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,97,257305,34920,0,24444,0,0,0,0,0,0,34.92,42052,NA,Yes,No,40.82795439,-73.8808006,POINT (-73.8808006 40.82795439)
2023-11-30T00:00:00Z,297524,NA,310 Lexington Ave,Brooklyn,Kings,NY,11216,New York,City,36047025100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-05-18T00:00:00Z,2021-11-16T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,LG Electronics Inc.,LG350N1C-V5,117,134316,40950,0,28665,0,0,0,0,0,0,40.95,48909,NA,Yes,No,40.68772625,-73.94936984,POINT (-73.94936984 40.68772625)
2023-11-30T00:00:00Z,297548,NA,366 Clifton Pl,Brooklyn,Kings,NY,11216,New York,City,36047025100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-05-17T00:00:00Z,2021-12-30T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,LG Electronics Inc.,LG350N1C-V5,117,132020,40950,0,28665,0,0,0,0,0,0,40.95,49478,NA,Yes,No,40.68919918,-73.94967472,POINT (-73.94967472 40.68919918)
2023-11-30T00:00:00Z,287786,NA,56 S 10 St,Brooklyn,Kings,NY,11249,New York,City,36047054700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-16T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,LG Electronics Inc.,LG350N1C-V5,163,191118,57050,0,39935,0,0,0,0,0,0,57.05,63385,NA,Yes,No,40.70813985,-73.96652551,POINT (-73.96652551 40.70813985)
2023-11-30T00:00:00Z,275509,NA,10 Woodward Ave,Ridgewood,Queens,NY,11385,New York,City,36081053900,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-11-11T00:00:00Z,2023-02-03T00:00:00Z,Complete,G&S Solar (dba for G&S Operations LLC),No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],3,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 400,443,361179,68796,0,0,0,0,0,0,0,0,177.2,210998,NA,Yes,No,40.71338995,-73.92049927,POINT (-73.92049927 40.71338995)
2023-11-30T00:00:00Z,294133,NA,600 Richmond Ter,Staten Island,Richmond,NY,10301,New York,City,36085008100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-05-12T00:00:00Z,2022-07-18T00:00:00Z,Complete,UGE USA Inc.,No,Canadian Solar Inc.,CSI-60KTL-GS [480V],5,Trina Solar,TSM-410DE15H(II),1003,769100,123369,0,0,0,0,0,0,0,0,411.23,375866,NA,Yes,No,40.6455643,-74.09161268,POINT (-74.09161268 40.6455643)
2023-11-30T00:00:00Z,288025,NA,1785 Townsend Ave,Bronx,Bronx,NY,10453,New York,City,36005022701,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-09T00:00:00Z,2023-05-16T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,106,213152,38160,0,26712,0,0,0,0,0,0,38.16,44909,NA,Yes,No,40.84827981,-73.911005,POINT (-73.911005 40.84827981)
2023-11-30T00:00:00Z,280580,NA,32- 35 48 Ave,Long Island City,Queens,NY,11101,New York,City,36081019900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-01-19T00:00:00Z,2021-07-15T00:00:00Z,Complete,"Solar Energy Systems, LLC",No,Yaskawa Solectria Solar,PVI 50TL-480 [480V],5,Hanwha Q CELLS,Q.PEAK DUO L-G8 425,816,660670,104040,0,0,0,0,0,0,0,0,346.8,443103,NA,Yes,No,40.74099636,-73.93288911,POINT (-73.93288911 40.74099636)
2023-11-30T00:00:00Z,296851,NA,20 Cliff St,Staten Island,Richmond,NY,10305,New York,City,36085000600,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-03-18T00:00:00Z,2023-01-03T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE40KUS [480V],2,LG Electronics Inc.,LG360N1C-N5,300,494312,32400,0,0,0,0,0,0,0,0,108,127878,NA,Yes,No,40.61120795,-74.06002634,POINT (-74.06002634 40.61120795)
2023-11-30T00:00:00Z,276147,NA,375 Lexington Ave,Brooklyn,Kings,NY,11216,New York,City,36047026300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-01-08T00:00:00Z,2021-08-24T00:00:00Z,Complete,Sunkeeper Solar LLC,No,SolarEdge Technologies Ltd.,SE66.6KUS [480V],2,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 425,397,413930,168725,0,118107.5,0,0,0,0,0,0,168.72,187996,NA,Yes,No,40.68823602,-73.94717504,POINT (-73.94717504 40.68823602)
2023-11-30T00:00:00Z,286433,NA,1111 E 15 St,Brooklyn,Kings,NY,11230,New York,City,36047076800,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-01-21T00:00:00Z,2021-12-15T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE40KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,150,276915,16200,0,0,0,0,0,0,0,0,54,66363,NA,Yes,No,40.62257522,-73.96077061,POINT (-73.96077061 40.62257522)
2023-11-30T00:00:00Z,274957,NA,510 W 123 St,New York,New York,NY,10027,New York,City,36061021100,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-11-14T00:00:00Z,2021-07-06T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],2,LG Electronics Inc.,LG360N1C-N5,157,252131,16956,0,0,0,0,0,0,0,0,56.52,65936,NA,Yes,No,40.81144078,-73.95850235,POINT (-73.95850235 40.81144078)
2023-11-30T00:00:00Z,305724,NA,5817 Glenwood Rd,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-03T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,104,91260,38870,0,28730,0,0,0,0,0,0,33.8,41082,NA,Yes,No,40.63382814,-73.92045083,POINT (-73.92045083 40.63382814)
2023-11-30T00:00:00Z,286439,NA,837 E 22 St,Brooklyn,Kings,NY,11210,New York,City,36047077200,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-01-21T00:00:00Z,2021-08-10T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE40KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,152,280607,16416,0,0,0,0,0,0,0,0,54.72,66508,NA,Yes,No,40.63170365,-73.95538956,POINT (-73.95538956 40.63170365)
2023-11-30T00:00:00Z,279630,NA,1545 Madison Ave,New York,New York,NY,10029,New York,City,36061016800,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-08-31T00:00:00Z,2021-10-25T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE9K [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,82,71955,30648,0,22653,0,0,0,0,0,0,26.65,33310,NA,Yes,No,40.79256283,-73.94995747,POINT (-73.94995747 40.79256283)
2023-11-30T00:00:00Z,329448,NA,76-2 Woodhaven Blvd,Ridgewood,Queens,NY,11385,New York,City,36081063700,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-12-27T00:00:00Z,NA,Pipeline,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],5,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-435M,831,977642,93986,0,0,0,21689,0,0,0,0,361.48,420475,NA,Yes,No,40.7083714,-73.85965248,POINT (-73.85965248 40.7083714)
2023-11-30T00:00:00Z,287774,NA,50 S 9 St,Brooklyn,Kings,NY,11249,New York,City,36047054700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-12T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],3,LG Electronics Inc.,LG350N1C-V5,111,130148,38850,0,27195,0,0,0,0,0,0,38.85,45322,NA,Yes,No,40.70890744,-73.9668249,POINT (-73.9668249 40.70890744)
2023-11-30T00:00:00Z,267265,NA,789 E 91 St,Brooklyn,Kings,NY,11236,New York,City,36047096000,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-10-23T00:00:00Z,2021-05-24T00:00:00Z,Complete,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],4,Heliene,72M370,774,922719.8,114552,0,0,0,0,0,0,0,0,286.38,351943,NA,Yes,No,40.64824777,-73.91340088,POINT (-73.91340088 40.64824777)
2023-11-30T00:00:00Z,271508,NA,Long Term Parking Lot 9,Queens,Queens,NY,11430,New York,City,36081071600,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-03-08T00:00:00Z,NA,Pipeline,"SunPower Corporation, Systems",No,SMA America,STP 62-US-41 [480V],40,Sunpower,SPR-E20-435-COM,6910,15524774.5,2134154,0,0,0,180351,0,0,751462.5,0,3005.85,4090619,NA,Yes,No,40.65974,-73.8243,POINT (-73.8243 40.65974)
2023-11-30T00:00:00Z,328420,NA,488 St Nicholas Ave,New York,New York,NY,10030,New York,City,36061022102,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-14T00:00:00Z,NA,Pipeline,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,Hanwha Q CELLS,Q.PEAK DUO L-G6.2 430,68,106726,29240,0,23392,0,0,0,0,0,0,29.24,36141,NA,Yes,No,40.81669928,-73.9479796,POINT (-73.9479796 40.81669928)
2023-11-30T00:00:00Z,301476,NA,2885 Valentine Ave,Bronx,Bronx,NY,10458,New York,City,36005040702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-04-07T00:00:00Z,2021-10-06T00:00:00Z,Complete,SOLANTA CORP,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],135,LG Electronics Inc.,LG420N2W-V5,135,265221,17010,0,0,0,0,0,0,0,0,56.7,69809,NA,Yes,No,40.8701641,-73.88902334,POINT (-73.88902334 40.8701641)
2023-11-30T00:00:00Z,288008,NA,1265 Walton Ave,Bronx,Bronx,NY,10452,New York,City,36005022101,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-01T00:00:00Z,NA,Pipeline,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,115,245517,41400,0,28980,0,0,0,0,0,0,41.4,48156,NA,Yes,No,40.83680577,-73.91826851,POINT (-73.91826851 40.83680577)
2023-11-30T00:00:00Z,306436,NA,1722 Ralph Ave,Brooklyn,Kings,NY,11236,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-07T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,84,73710,31395,0,23205,0,0,0,0,0,0,27.3,33181,NA,Yes,No,40.63490898,-73.91928941,POINT (-73.91928941 40.63490898)
2023-11-30T00:00:00Z,324360,NA,1898 Harrison Ave,Bronx,Bronx,NY,10453,New York,City,36005024300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-08-24T00:00:00Z,2023-07-10T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE17.3KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO L-G6.2 430,69,136482,29670,0,23736,0,0,0,0,0,0,29.67,36141,NA,Yes,No,40.85241667,-73.91153338,POINT (-73.91153338 40.85241667)
2023-11-30T00:00:00Z,271545,NA,Long Term Parking Lot 9,Queens,Queens,NY,11430,New York,City,36081071600,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-03-10T00:00:00Z,NA,Pipeline,"SunPower Corporation, Systems",No,SMA America,STP 62-US-41 [480V],41,Sunpower,SPR-E20-435-COM,7120,15996583.85,2199012,0,0,0,185832,0,0,774300,0,3097.2,4197820,NA,Yes,No,40.65974,-73.8243,POINT (-73.8243 40.65974)
2023-11-30T00:00:00Z,302732,NA,2320 Aqueduct Ave E,Bronx,Bronx,NY,10468,New York,City,36005025300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-04-16T00:00:00Z,2022-05-24T00:00:00Z,Complete,SOLANTA CORP,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],216,LG Electronics Inc.,LG420N2W-V5,216,387590,29232,0,0,0,0,0,0,5000,0,90.72,112992,NA,Yes,No,40.8602782,-73.9058237,POINT (-73.9058237 40.8602782)
2023-11-30T00:00:00Z,329430,NA,4710 Glenwood Rd,Brooklyn,Kings,NY,11234,New York,City,36047072400,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-12-27T00:00:00Z,NA,Pipeline,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],6,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-435M,1088,752121,170381,0,0,0,28397,0,0,0,0,473.28,548529,NA,Yes,No,40.63487908,-73.93077914,POINT (-73.93077914 40.63487908)
2023-11-30T00:00:00Z,296566,NA,182 Robinson Ave,Bronx,Bronx,NY,10465,New York,City,36005013200,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-03-30T00:00:00Z,NA,Pipeline,Green Hybrid Energy Solutions,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],4,"Jinko Solar Co., Ltd",JKM390M-72HL-V,200,208833,23400,0,0,0,0,0,0,0,0,78,89468,NA,Yes,No,40.81315161,-73.82510844,POINT (-73.82510844 40.81315161)
2023-11-30T00:00:00Z,265185,NA,683 Dean St,Brooklyn,Kings,NY,11238,New York,City,36047020300,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-10-14T00:00:00Z,2022-02-11T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE9K [208V],3,Hanwha Q CELLS (Qidong),HSL72P6-PC-3-330,128,133731,42240,0,25344,0,0,0,0,0,0,42.24,47517,NA,Yes,No,40.68019988,-73.96734719,POINT (-73.96734719 40.68019988)
2023-11-30T00:00:00Z,297991,NA,191 Davis Ave,Bronx,Bronx,NY,10465,New York,City,36005013200,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-03-30T00:00:00Z,NA,Pipeline,Green Hybrid Energy Solutions,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],4,"Jinko Solar Co., Ltd",JKM390M-72HL-V,200,208833,23400,0,0,0,0,0,0,0,0,78,89640,NA,Yes,No,40.81332925,-73.82471033,POINT (-73.82471033 40.81332925)
2023-11-30T00:00:00Z,297562,NA,388 Clifton Pl,Brooklyn,Kings,NY,11216,New York,City,36047025100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-05-17T00:00:00Z,2021-11-16T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,LG Electronics Inc.,LG350N1C-V5,117,134316,40950,0,28665,0,0,0,0,0,0,40.95,50047,NA,Yes,No,40.68927404,-73.94894067,POINT (-73.94894067 40.68927404)
2023-11-30T00:00:00Z,287798,NA,88 S 10 St,Brooklyn,Kings,NY,11249,New York,City,36047054700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-16T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE14.4KUS [208V],3,LG Electronics Inc.,LG350N1C-V5,112,131320,39200,0,27440,0,0,0,0,0,0,39.2,46275,NA,Yes,No,40.70804803,-73.96563409,POINT (-73.96563409 40.70804803)
2023-11-30T00:00:00Z,303351,NA,925 E 56 St,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-01T00:00:00Z,2021-11-16T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE9K [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,88,77220,32890,0,24310,0,0,0,0,0,0,28.6,34612,NA,Yes,No,40.63375692,-73.92239867,POINT (-73.92239867 40.63375692)
2023-11-30T00:00:00Z,264726,NA,40-06 Vernon Blvd,Long Island City,Queens,NY,11101,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-10-16T00:00:00Z,2021-04-21T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE9K [208V],4,Sunpower,SPR-X22-360-COM,176,179166,63360,0,38016,0,0,0,0,0,0,63.36,70688,NA,Yes,No,40.75662001,-73.94520304,POINT (-73.94520304 40.75662001)
2023-11-30T00:00:00Z,442942,NA,1481 Grand Conc,Bronx,Bronx,NY,10452,New York,City,36005022300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2022-06-29T00:00:00Z,NA,Pipeline,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],3,LG Electronics Inc.,LG435QAC-A6,311,650242,270570,0,243513,0,0,0,0,0,0,135.28,278731,NA,Yes,No,40.84065751,-73.91369982,POINT (-73.91369982 40.84065751)
2023-11-30T00:00:00Z,344544,NA,120 Kingsborough 1 Walk,Brooklyn,Kings,NY,11233,New York,City,36047030700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-10-01T00:00:00Z,2022-02-03T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,92,80730,34385,0,28405,0,0,0,0,0,0,29.9,31900,NA,Yes,No,40.67589431,-73.92735816,POINT (-73.92735816 40.67589431)
2023-11-30T00:00:00Z,456217,NA,4101 Arthur Kill Rd,Staten Island,Richmond,NY,10309,New York,City,36085022600,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,2022-04-18T00:00:00Z,NA,Pipeline,"PowerFlex Solar, LLC",No,Chint Power Systems America,CPS SCA60KTL-DO/US-480 [480V],37,"CSI Solar Co., Ltd.",CS7N-670MB-AG,4361,5025616.4,584374,0,0,0,0,0,0,0,0,2921.87,3456385,NA,Yes,No,40.54273671,-74.24623667,POINT (-74.24623667 40.54273671)
2023-11-30T00:00:00Z,449406,NA,285 St Marks Pl,Staten Island,Richmond,NY,10301,New York,City,36085000300,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2022-05-11T00:00:00Z,2023-11-08T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],2,Panasonic Corporation of North America,EVPV360PK,199,360158,14328,0,0,0,0,0,0,0,0,71.64,86121,NA,Yes,No,40.64305056,-74.07872993,POINT (-74.07872993 40.64305056)
