bin,address,heightroof,zonedist1,ratio_residfar,histdist,ElcPrd_MWh,ownername,zipcode,bct2020,agent_name,head_name,officer_name,manager_name,owner_add,agent_add,head_add,officer_add,owner_cat,r_bldgtype,residential,bbl,f_lowroof,f_mzone,f_lowres,f_hd,f_mulbldg,f_disad,f_ll97,f_solrad,f_nys_dac,elcprd_MWh,index
3010553,417 40 STREET,34.86,R6B,1.015,NA,104.881316649,"VM REALTY 8, LLC",11232,3008400,JOHN CALISE,VINCENT THEURER,LORENA THEURER,JOHN CALISE,417 40TH STREET  BROOKLYN NY 11232,6717 4TH AVENUE  Brooklyn NY 11220,6717 4TH AVENUE  Brooklyn NY 11220,6717 4TH AVENUE  Brooklyn NY 11220,Unknown (likely private),multiple unit,1,3007090058,0,0,1,0,0,1,0,1,1,104.881316649,4
3174547,273 AVENUE P,64.65,R6A,1.51,NA,72.6984473072,"AVENUE P REALTY HOLDINGS, LLC",11204,3043400,ERVIN FELDMAN,ERVIN FELDMAN,JOSEPH SCHWARTZ,JOE MARRERO,5319 FORT HAMILTON PKWY  BROOKLYN NY 11219,5319 FT HAMILTON PKWY  BROOKLYN NY 11219,P.O. BOX 190307  Brooklyn NY 11219,5319 FT HAMILTON PKWY  BROOKLYN NY 11219,Unknown (likely private),multiple unit,1,3066030050,0,0,1,0,0,1,2,0,0,72.6984473072,4
3098060,990 ALABAMA AVENUE,19.29999999,M1-1,Inf,NA,283.813844854,1000 ALABAMA AVE LLC,11207,3110400,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3044090015,2,1,0,0,0,1,0,1,1,283.813844854,6
3246948,2742 EAST 13 STREET,43.37,R6,0.551440329218107,NA,72.9634920817,ALMOE EQUITIES LLC,11235,3060800,MOSHE RHINE,TERRY BERNSTEIN,LAWRENCE BERNSTEIN,MOSHE RHINE,725 CHURCH AVE  BROOKLYN NY 11218,725 CHURCH AVENUE  Brooklyn NY 11218,725 CHURCH AVE  BKLYN NY 11218,725 CHURCH AVE  BKLYN NY 11218,Unknown (likely private),multiple unit,1,3087650027,0,0,1,0,0,0,2,0,1,72.9634920817,4
3115930,726 FLATBUSH AVENUE,23.7,R7A,0.245,NA,82.0078954217,BLDG 726 FLATBUSH AVENUE LLC,11226,3050803,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3050540032,2,0,0,0,0,1,0,0,0,82.0078954217,3
3247022,1725 EMMONS AVENUE,66.3,R6,1.9135802469135803,NA,98.1357947164,JOAN REALTY LLC,11235,3060800,RONALD KATZ,RONALD KATZ,LENNARD KATZ,RANDY SANTANA,45-17 MARATHON PARKWAY  LITTLE NECK NY 113621253,45-17 MARATHON PARKWAY  LITTLE NECK NY 113621253,45-17 MARATHON PARKWAY  LITTLE NECK NY 113621253,45-17 MARATHON PARKWAY  LITTLE NECK NY 113621253,Unknown (likely private),multiple unit,1,3087710129,0,0,1,0,0,0,2,0,1,98.1357947164,4
3214518,1627 UTICA AVENUE,31.66538973,C8-1,Inf,NA,75.3430707269,NORTHEASTERN CONFERENCE,11234,3072200,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3077540041,0,0,0,0,0,0,0,0,0,75.3430707269,0
3094296,352 PINE STREET,13.07,R7A,0.25,NA,107.663710855,352 PINE STREET LLC,11208,3119600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3041950030,2,0,0,0,0,1,0,1,1,107.663710855,5
3099358,955 RUTLAND ROAD,63.77,R6,1.0864197530864197,NA,132.941857024,NYC PACT PRESERVATION PARTNERS LLC,11212,3088200,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3045940064,0,0,1,0,1,1,2,1,1,132.941857024,7
3336337,365 83 STREET,60.30225268,R7B,0.3433333333333333,NA,177.104306729,ST ANSELM'S RC CHURCH,11209,3004600,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3060070044,0,0,0,0,2,0,0,1,0,177.104306729,3
3060847,318 MARCY AVENUE,71.02,R6,1.8847736625514402,NA,82.8191042655,SAFE REALTY,11211,3053300,ISAAC SPIRA,ISSAC SPIRA,JOSEF FRIEDMAN,ISAAC SPRIA,222 PENN ST  BROOKLYN NY 11211,1315 48TH ST A1 BROOKLYN NY 11219,1315 48TH ST A1 BROOKLYN NY 11219,1315 48TH ST A1 BROOKLYN NY 11219,Unknown (likely private),multiple unit,1,3022190035,0,0,1,0,0,1,2,0,1,82.8191042655,5
3336592,51 COMMERCIAL STREET,21.07,R6,0.03292181069958847,NA,189.928725768,NYC TRANSIT AUTHORITY,11222,3056302,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3024720425,2,0,1,0,1,0,0,1,1,189.928725768,6
3337881,1876 ATLANTIC AVENUE,20.03,M1-1,Inf,NA,177.229164489,ANMAC HOLDING CORP,11233,3030700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3013380017,2,1,0,0,1,1,2,1,1,177.229164489,9
3102701,450 ROCKAWAY PARKWAY,80.80974267,R6,1.662551440329218,NA,145.481659727,450 ROCKAWAY PARKWAY CO. LLC,11212,3089000,MOISHE BEGUN,PETER REBENWURZEL,MICHAEL HAAS,ISMAEL POLANCO,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,Unknown (likely private),multiple unit,1,3046930056,0,0,1,0,0,1,2,1,1,145.481659727,6
3120574,1060 OCEAN AVENUE,65.15,R7A,1.0825,NA,114.612884028,SAMJO RLTY CORP,11230,3051800,EHUD LIVNE,SAMUEL HERTZ,SAMUEL HERTZ,EHUD LIVNE,1060 OCEAN AVE A1 BROOKLYN NY 11226,1060 OCEAN AVE A1 BROOKLYN NY 11226,1060 OCEAN AVE A1 BROOKLYN NY 11226,1060 OCEAN AVE A1 BROOKLYN NY 11226,Unknown (likely private),multiple unit,1,3052190029,0,0,0,0,0,0,2,1,0,114.612884028,3
3321347,10835 FLATLANDS AVENUE,33.98,R5,0.392,NA,99.3546343698,NYC HOUSING AUTHORITY,11236,3098200,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3081580205,0,0,1,0,2,1,2,0,1,99.3546343698,7
3128609,1515 47 STREET,64.56252222,R6,1.8930041152263373,NA,88.6329498066,E & C REALTY CORP,11219,3023400,CHARLES RUBINSTEIN,SIMCHA TYK,LEAH GINSBERG,HALIL KAJOSHAJ,1476-A 54 ST  BKLYN NY 11219,1476-A 54 ST  BROOKLYN NY 11219,1552 48 ST  BKLYN NY 11210,1552 48TH ST  BKLYN NY 11219,Unknown (likely private),multiple unit,1,3054360068,0,0,1,0,0,1,2,0,0,88.6329498066,4
3148297,7401 4 AVENUE,64.29,R7B,1.4533333333333334,NA,93.5438764837,7401 APT CORP,11209,3013400,MEHMET KALKAN,MEHMET KALKAN,THEODORE WEINBERGER,VELI YUMUSAK,247 SEELEY STREET  BROOKLYN NY 11218,247 SEELEY STREET  Brooklyn NY 11218,247 SEELEY STREET  BROOKLYN NY 11218,247 SEELEY ST  BROOKLYN NY 11218,Unknown (likely private),coop,1,3059300001,0,0,0,0,0,0,2,0,0,93.5438764837,2
3000979,504 ATLANTIC AVENUE,91.10186802,R6A,2.54,NA,18.8804987765,MUHLENBERG COMMUNITY HOUSING DEVELOPMENT  FUND CORP,11217,3003900,NICOLE RUSSO,DAMYN KELLY,RINKU BHATTACHARYA,NICOLE RUSSO,475 475 RIVERSIDE DRIVE SUITE New York NY 10115,510 510 ATLANTIC AVE FIRST Brooklyn NY 11217,475 RIVERSIDE DRIVE SUITE1 New York NY 10115,475 RIVERSIDE DRIVE SUITE New York NY 10115,Tax-exempt property,not residential,0,3001850019,0,0,1,0,0,0,2,0,0,18.8804987765,3
3084439,391 GEORGIA AVENUE,69.76,R6,1.1069958847736625,NA,121.650822537,NYC HOUSING AUTHORITY,11207,3115600,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3037870005,0,0,1,0,1,1,2,1,1,121.650822537,7
3150267,255 79 STREET,67.21,R4A,5.226666666666667,NA,84.4401777942,255 APT CORP,11209,3006400,MEHMET KALKAN,THEODORE WEINBERGER,MEHMET KALKAN,BAKO BASIC,247 SEELEY STREET  BROOKLYN NY 11218,247 SEELEY STREET  BROOKLYN NY 11218,247 SEELEY STREET  BROOKLYN NY 11218,247 SEELEY STREET  BROOKLYN NY 11218,Unknown (likely private),coop,1,3059680056,0,0,1,0,0,0,2,0,0,84.4401777942,3
3141435,6204 FT HAMILTON PARKWAY,46.73,R6B,1.67,NA,73.4983652086,LIDIA MALAKI LLC,11219,3012000,JACOB HAAS,JOEL MIZRAHI,NA,NA,81 PULASKI STREET 103 Brooklyn NY 11206,81 PULASKI STREET 103 Brooklyn NY 11206,81 PULASKI STREET 103 Brooklyn NY 11206,NA,Unknown (likely private),multiple unit,1,3057290030,0,0,1,0,0,1,2,0,0,73.4983652086,4
3132709,1602 62 STREET,15.51,M1-1,Inf,NA,154.974252162,ALVIN BERGER LLC,11204,3024800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3055310006,2,1,0,0,0,1,0,1,0,154.974252162,5
3144499,6717 4 AVENUE,25.4,R7B,0.27999999999999997,NA,152.22436947,6717 REALTY LLC,11220,3012600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3058510001,2,0,0,0,0,1,0,1,0,152.22436947,4
3343470,425 MCDONALD AVENUE,52.28,R5,1.52,NA,122.637529827,CHURCH AVENUE REALTYCO,11218,3049600,NA,NA,NA,NA,NA,NA,NA,NA,Private,not residential,0,3053340064,0,0,1,0,0,1,2,1,0,122.637529827,5
3079655,1375 BUSHWICK AVENUE,12.85,R6,0.7736625514403291,NA,106.862209622,NYC ADMINISTRATION FOR CHILDRENS SERVICES,11207,3040300,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3034330005,2,0,1,0,0,1,0,1,1,106.862209622,6
3204895,2626 EAST 14 STREET,17.41,R5,0.8640000000000001,NA,97.503352488,JS 36 REALTY HOLDINGS LLC,11235,3060600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3074580012,2,0,1,0,0,1,0,0,1,97.503352488,5
3329249,1202 AVENUE O,67.56,R4-1,1.9866666666666666,NA,105.668547192,ST BRENDANS R C CHURCH,11230,3054200,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3067590001,0,0,1,0,2,1,2,1,0,105.668547192,7
3032753,699 EASTERN PARKWAY,79.63,R6,0.7160493827160493,NA,113.01703071,EDUCATIONAL INSTITUTE OHOLEI TORAH OF BR OOKLYN INC,11213,3033701,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3012630041,0,0,1,0,0,0,2,1,1,113.01703071,5
3106932,388 MIDWOOD STREET,65.92,R6,1.9465020576131689,NA,143.117787429,MIDWOOD390,11225,3080400,RONNY BURGOS,JOE GUGENHIME,RONNY BURGOS,RONNY BURGOS,2047 NOSTRAND AVE #AA Brooklyn NY 11210,2047 NOSTRAND AVENUE #AA Brooklyn NY 11210,2047 NOSTRAND AVE #AA Brooklyn NY 11210,2047 NOSTRAND AVE #AA Brooklyn NY 11210,Unknown (likely private),multiple unit,1,3048010037,0,0,1,0,0,0,2,1,0,143.117787429,4
3008840,61 OTSEGO STREET,53.44029434,M1-1,Inf,NA,462.433077312,20 BAY STREET REALTY,11231,3005302,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3006010001,0,1,0,0,0,0,2,2,1,462.433077312,6
3199387,2447 CONEY ISLAND AVENUE,24.37,C8-1,Inf,NA,107.554620557,2447 REALTY CORP,11223,3058200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3073430061,2,0,0,0,0,1,0,1,0,107.554620557,4
3072767,222 STARR STREET,22.52,M1-1,Inf,NA,298.39796265,VVFJ REALTY LLC,11237,3044700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3031990019,2,1,0,0,0,1,0,1,1,298.39796265,6
3136439,4414 13 AVENUE,24.33481894,C4-3,0.4650205761316872,NA,112.380458008,13TH AVENUE RETAIL HOLDINGS 36 LLC,11219,3022200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3056100036,2,0,0,0,0,1,0,1,0,112.380458008,4
3061328,140 LORIMER STREET,37.79,R6A,0.5666666666666667,NA,686.572257197,NYC DEPARTMENT OF EDUCATION,11206,3050900,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3022460001,0,0,1,0,1,1,2,2,1,686.572257197,8
3110192,1014 BROOKLYN AVENUE,11.79,R4,1.3333333333333333,NA,117.968746046,BROOKLYN AVENUE ASSOCIATES LLC,11203,3085600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3049060013,2,0,1,0,0,0,0,1,0,117.968746046,4
3009847,817 4 AVENUE,60.41,R6B,0.715,NA,137.219675216,NYC DEPARTMENT OF EDUCATION,11232,3010100,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3006690001,0,0,1,0,1,1,2,1,1,137.219675216,7
3330121,70 HERBERT STREET,96.44,R6B,0.915,NA,62.5141102494,ST. CECELIAS R.C. CHURCH,11222,3047700,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3028320001,0,0,1,0,0,0,2,0,0,62.5141102494,3
3089620,271 ATKINS AVENUE,36.60602264,R5,1.464,NA,68.9096826962,CS SUTTER AVE LLC,11208,3119400,NA,NA,NA,NA,NA,NA,NA,NA,Private,not residential,0,3040390001,0,0,1,0,0,1,2,0,1,68.9096826962,5
3323714,443 BARBEY STREET,36.22,R5,0.8240000000000001,NA,103.672815172,BOULEVARD TOGETHER OWNER LLC,11207,3116200,BARBARA CLARK,AARON KOFFMAN,MATTHEW LINNDE,JASON JACK,826 BROADWAY 11 FL New York NY 10003,812 ASHFORD ST MAIN E BROOKLYN NY 11207,826 BROADWAY 11 FL NEW YORK NY 10003,10 BANK STREET 550 WHITE PLAINS NY 10606,"State, federal, or public authority",multiple unit,1,3040290001,0,0,1,0,2,1,2,1,1,103.672815172,8
3327470,2645 LINDEN BOULEVARD,36.58,R5,1.184,NA,177.380547398,ROMAN CATHOLIC CHURCH OF ST. FORTUNATA,11208,3120801,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3044640025,0,0,1,0,0,1,2,1,1,177.380547398,6
3332462,325 GOLD STREET,111.02590838,C6-4,0.458,NA,26.2207720021,CLOCKTOWER BUILDING LLC,11201,3001502,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3020490008,2,0,0,0,0,0,0,0,1,26.2207720021,3
3329042,1614 STILLWELL AVENUE,58.72,R7A,0.7975,NA,68.9645058386,"AZAPAZA REALTY, LLC",11204,3042800,MARTIN AMSEL,MARTIN AMSEL,LINDA AMSEL,MICHELLE KOGAN,1608-20 STILLWELL AVENUE  Brooklyn NY 11223,1608-20 STILLWELL AVENUE  Brooklyn NY 11223,1608-20 STILLWELL AVENUE  Brooklyn NY 11223,1608-20 STILLWELL AVENUE  Brooklyn NY 11223,Unknown (likely private),not residential,0,3062530070,0,0,0,0,0,1,2,0,0,68.9645058386,3
3348526,130 ROGERS AVENUE,56.0,R6A,1.1433333333333333,NA,86.8238213111,MOUNT CARMEL SENIOR H,11216,3021900,GEORGE STATHOUDAKIS,JEANNE DIULIO,DESIREE FRYSON,JOSEPH RAMOS,191 JORALEMON STREET 8TH FL BROOKLYN NY 11201,191 JORALEMON ST 8TH FL Brooklyn NY 11201,191 JORALEMON ST  Brooklyn NY 11201,191 JORALEMON ST  Brooklyn NY 11201,Tax-exempt property,multiple unit,1,3012460030,0,0,1,0,0,0,2,0,1,86.8238213111,4
3391222,85 ADAMS STREET,283.0,M1-5/R9-1,0.9266666666666666,NA,7.38347506909,"85 ADAMS STREET, LLC",11201,3002100,CHRISTIAN NDOCI,MICHAEL SCADUTO,ALEX KALAJIAN,HECTOR PETTERSEN,85 ADAMS STREET  BROOKLYN NY 11201,55 BROAD STREET 26 NEW YORK NY 10004,55 BROAD STREET 26 NEW YORK NY 10004,55 BROAD STREET 26 NEW YORK NY 10004,Unknown (likely private),not residential,0,3000527501,2,1,0,0,0,0,2,0,0,7.38347506909,5
3013477,5102 3 AVENUE,19.09,M1-2D,Inf,NA,131.722784053,ZORIANO INC,11220,3002000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3007970037,2,1,0,0,0,1,0,1,1,131.722784053,6
3168647,195 BAY 19 STREET,45.18,R5,2.168,NA,81.5005152937,NA,11214,3028000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3064370021,0,0,1,0,0,1,2,0,0,81.5005152937,4
3117110,145 EAST 18 STREET,67.91,R7A,0.9675,NA,91.9728978783,145 EAST 18TH OWNERS CORP,11226,3051200,SAUL FRIEDMAN,SAUL FRIEDMAN,SAUL FRIEDMAN,SAUL FRIEDMAN,1660 49 ST BSMNT BKLYN NY 11204,1660 49 ST BSMNT BKLYN NY 11204,1660 49 ST BSMNT BKLYN NY 11204,1660 49 ST BSMNT Brooklyn NY 11204,Unknown (likely private),coop,1,3050990068,0,0,0,0,0,0,2,0,0,91.9728978783,2
3192656,2308 MCDONALD AVENUE,27.66,M1-1,Inf,NA,117.398313009,NEW LAND REALTY LLC,11223,3039800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3071230043,2,1,0,0,0,1,0,1,0,117.398313009,5
3195744,675 AVENUE Z,64.0,R5,1.672,NA,64.2258763073,BEACH HAVEN APARTMENTS ASSOCIATES,11223,3037401,JACK CUKAJ,OSHER PERLOW,NA,JACK CUKAJ,3310 NOSTRAND AVENUE L6 Brooklyn NY 11229,3310 NOSTRAND AVENUE L6 Brooklyn NY 11229,3310 NOSTRAND AVENUE L6 Brooklyn NY 11229,NA,Unknown (likely private),multiple unit,1,3072160038,0,0,1,0,1,0,2,0,1,64.2258763073,5
3071423,315 SEIGEL STREET,45.23,M1-2,Inf,NA,192.113985,"59 BOGART OWNER, LLC",11206,3048500,DORON YAGHOUBI,SCOTT CASTELLANO,NA,DORON YAGHOUBI,22 WEST 21ST ST 10TH F New York NY 10010,22 WEST 21ST ST 10TH F New York NY 10010,22 WEST 21ST ST 10TH F New York NY 10010,NA,Unknown (likely private),multiple unit,1,3030920027,0,1,0,0,0,0,2,1,1,192.113985,5
3100207,155 EAST 51 STREET,46.3,R6,1.2839506172839505,NA,92.5451526777,"6911 FHP REALTY, LLC, AS TO 8.652% INTER EST",11203,3087800,STAVROS HAVIARAS,STAVROS HAVIARAS,KYRIAKOS STOUPAKIS,HECTOR MURILLO,155 E. 51ST STREET  BROOKLYN NY 11203,8302 6TH AVENUE 2A BROOKLYN NY 11209,8302 6TH AVENUE 2A BROOKLYN NY 11209,8302 6TH AVENUE 2A Brooklyn NY 11209,Unknown (likely private),multiple unit,1,3046210001,0,0,1,0,0,1,2,0,1,92.5451526777,5
3117681,973 FLATBUSH AVENUE,80.65,C4-2,1.1934156378600822,NA,242.545461219,BKLYN ASS HALLS JOV WITN,11226,3079400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3051260021,0,0,0,0,0,1,2,1,1,242.545461219,5
3029726,941 WASHINGTON AVENUE,69.16,R8A,0.5132890365448505,NA,94.7592987876,941 WASHINGTON AVENUE LLC,11225,3021300,MAX BURI,MAX BURI,NA,MAX BURI,4 EAST 27TH STREET 20040 New York NY 10001,4 EAST 27TH #20040 New York NY 10001,4 EAST 27TH STREET 20040 New York NY 10001,NA,Unknown (likely private),multiple unit,1,3011920018,0,0,0,0,0,0,2,0,0,94.7592987876,2
3335305,32 PENN STREET,42.35,M1-2,Inf,NA,89.2165314908,HEWES IRREVOCABLE TRUST,11249,3053700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3022160013,0,1,0,0,1,1,0,0,1,89.2165314908,4
3070905,299 SCHOLES STREET,18.97,M1-1,Inf,NA,139.377104067,ANDREWS DAVID,11206,3048500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3030380035,2,1,0,0,0,0,0,1,1,139.377104067,5
3034859,440 BROOKLYN AVENUE,67.94,R7A,1.19,NA,85.8680408775,CARBROOK ASSOCIATES REALTY LLC,11225,3032900,HERSH ZARCHI,DAVID FISCHER,NA,TEDDY MATOS,410 TROY AVE  BROOKLYN NY 11213,410 TROY AVE  BROOKLYN NY 11213,410 TROY AVE  BROOKLYN NY 11213,NA,Unknown (likely private),multiple unit,1,3013170041,0,0,0,0,0,1,2,0,0,85.8680408775,3
3217719,1960 UTICA AVENUE,12.65,R3-2,1.4,NA,143.749381833,1964 ASSOCIATES LLC,11234,3067600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3078290075,2,0,1,0,0,0,0,1,0,143.749381833,4
3326922,2328 STUART STREET,32.59847004,R4,0.5333333333333333,NA,145.141153313,RC CH OF THE RESURREC,11229,3063200,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3088230017,0,0,1,0,2,0,0,1,0,145.141153313,4
3062505,382 METROPOLITAN AVENUE,27.7,M1-2/R6A,0.2733333333333333,NA,57.2586302985,382 METRO LLC,11211,3051900,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3023690014,2,1,0,0,0,0,0,0,0,57.2586302985,3
3128817,1521 48 STREET,63.39,R6,1.213991769547325,NA,202.261066539,"BOBOWER YESHIVA BNEI ZION, INC.",11219,3023400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3054420069,0,0,1,0,0,1,2,1,0,202.261066539,5
3321344,10835 FLATLANDS AVENUE,32.32,R5,0.392,NA,101.68748531,NYC HOUSING AUTHORITY,11236,3098200,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3081580205,0,0,1,0,2,1,2,1,1,101.68748531,8
3018365,845 43 STREET,67.97,R6,1.8271604938271606,NA,68.3901517623,AMHERST LEASING LIMITED PARTNERSHIP,11232,3009202,DENIS OMERAGIC,JOSEPH ROONEY,MARGARET BRODA,JUAN CARLOS ESTRADA,59-17 JUNCTION BLVD 2002 Elmhurst NY 11373,59-17 JUNCTION BLVD 2002 Elmhurst NY 11373,59-17 JUNCTION BLVD 2002 Elmhurst NY 11373,59-17 JUNCTION BLVD 2002 Elmhurst NY 11373,Unknown (likely private),multiple unit,1,3009250055,0,0,1,0,0,1,2,0,0,68.3901517623,4
3204892,2685 HOMECREST AVENUE,66.0,R5,2.88,NA,90.6929912821,2685 REALTY ASSOCIATES LLC,11235,3060600,EPHRAIM NIERENBERG,PETER REBENWURZEL,DAVID MALEK,ALMIR PJETROVIC,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,Unknown (likely private),multiple unit,1,3074570046,0,0,1,0,0,1,2,0,1,90.6929912821,5
3053759,185 HERKIMER STREET,39.42,R6B,1.41,NA,90.8637065202,BED-STUY RESTORATION CORP,11216,3024700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3018610037,0,0,1,0,0,1,2,0,1,90.8637065202,5
3327663,335 MAPLE STREET,71.93,R6,0.15637860082304525,NA,40.4656146769,RC CH ST FRANCIS ASSI,11225,3080400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3047910001,0,0,1,0,2,0,0,0,0,40.4656146769,3
3098061,1002 ALABAMA AVENUE,14.87,M1-1,Inf,NA,121.226776218,1002 ALABAMA AVE LLC,11207,3110400,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3044090020,2,1,0,0,0,1,0,1,1,121.226776218,6
3250373,75 POPLAR STREET,77.0,R8,0.37375415282392027,Brooklyn Heights Historic District,99.00198515,BRIDGE HARBOR CONDO II,11201,3000100,JORDAN KURS,MAGGIE CANCAR,JORDAN KURS,ADVERTUS KARPEH,430 16TH STREET  Brooklyn NY 11215,430 16 STREET  BROOKLYN NY 11215,430 16TH STREET  Brooklyn NY 11215,430 16TH STREET  BROOKLYN NY 11215,Unknown (likely private),condo,1,3002077502,0,0,0,1,0,0,2,0,0,99.00198515,3
3094536,1242 LIBERTY AVENUE,16.7,R5,0.384,NA,148.862234206,JENNY MANUFACTURING CO INC,11208,3118800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3042070016,2,0,1,0,0,1,0,1,1,148.862234206,6
3028015,964 DEAN STREET,40.89,M1-1,Inf,NA,92.1985181167,"964 DEAN ACQUISITION GROUP, LLC",11238,3030500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3011420012,0,1,0,0,0,0,2,0,0,92.1985181167,3
3330518,174 7 AVENUE,17.23,R6B,0.495,NA,169.056896187,NYC DEPARTMENT OF EDUCATION,11215,3015500,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3009710028,2,0,1,0,2,0,2,1,0,169.056896187,8
3064801,61 MILTON STREET,24.3,M1-2/R6A,0.3333333333333333,NA,188.322970686,61 MILTON CORP,11222,3056500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3025620029,2,1,0,0,0,0,0,1,1,188.322970686,5
3226350,1115 EAST 87 STREET,29.82,R5B,0.762962962962963,NA,121.692901558,"YESHIVA KETANA OF BOBOV 45, INC.",11236,3099400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3080530033,2,0,1,0,0,0,0,1,0,121.692901558,4
3098996,530 WORTMAN AVENUE,12.49990621,M1-1,Inf,NA,206.88559713,530-538 WORTMAN AVENUE LLC,11208,3107800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3045410001,2,1,0,0,2,0,0,1,1,206.88559713,7
3118803,860 OCEAN AVENUE,63.3,R7A,0.9725,NA,87.1733355761,DORCHESTER ROAD ASSOCIATES,11226,3051400,CARL ZEKARIA,ALAN SHAMAH,CARL ZEKARIA,CARL ZEKARIA,505 THORNALL STREET 403 EDISON NJ 08837,1901 DORCHESTER ROAD B2 BROOKLYN NY 11226,505 THORNALL STREET 403 EDISON NJ 08837,505 THORNALL STREET 403 EDISON NJ 08837,Unknown (likely private),multiple unit,1,3051620038,0,0,0,0,0,1,2,0,0,87.1733355761,3
3126159,370 OCEAN PARKWAY,109.0,R7A,0.8475,NA,114.326846457,"PARK TOWER OWNERS, INC",11218,3048800,DAMIEN STEIN,ELISE EISENBERG,NA,DAMIEN STEIN,254 WEST 31 STREET 6 FLOO New York NY 10001,254 WEST 31 STREET 6TH FL New York NY 10001,254 WEST 31 STREET 6TH FL New York NY 10001,NA,Unknown (likely private),coop,1,3053740021,2,0,0,0,0,1,2,1,0,114.326846457,6
3069925,25 DIVISION PLACE,16.37,M1-1,Inf,NA,127.869035809,EPNER TECHNOLOGY INC,11222,3044901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3028410001,2,1,0,0,0,1,0,1,1,127.869035809,6
